fips,life_expectancy,le_ci_low,le_ci_high,premature_mortality,drug_overdose_deaths,child_mortality
46081,80.225881629,79.03061006,81.421153198,6513.9482328,,120.68681771
46083,83.8816291,83.029266009,84.733992191,3888.2976205,7.652196727,39.095980632
46085,73.270330102,69.919280377,76.621379828,12995.761097,,
46087,76.127749793,74.040811844,78.214687743,7595.6173317,,
46089,80.755623155,76.787438395,84.723807915,6542.5510934,,
46091,84.472449462,81.973123878,86.971775047,3194.9158207,,
46093,79.124095745,77.988416879,80.259774612,6401.5708507,,70.356472795
46095,68.335773565,63.497655959,73.173891171,20408.710585,,
46097,78.180494958,74.964636562,81.396353354,6354.281934,,
46099,77.553969002,77.156397096,77.951540907,7238.1982629,14.416418241,68.652113102
46101,78.730131287,76.544881985,80.91538059,6866.5739117,,
46102,62.806002867,61.149076208,64.462929526,26818.832452,,198.8730527
46103,78.248299521,77.671892046,78.824706996,8596.2869009,7.9079167033,63.886630271
46105,77.670534032,73.767235693,81.573832371,8882.9008566,,
46107,81.915653322,79.046626928,84.784679717,4485.5220223,,
46109,74.205921251,72.044308025,76.367534477,13908.576567,,
46111,77.628316782,73.860084743,81.396548822,7506.2506497,,
46115,78.460386247,76.23749295,80.683279543,7450.9849401,,
46117,91.851205798,81.101716125,102.60069547,5680.6338089,,
46121,64.611428531,62.586423069,66.636433992,23112.397034,,146.78252701
46123,76.915312843,74.470277474,79.360348213,9140.7465574,,
46125,78.035417741,76.153023819,79.917811662,7496.039558,,
46127,79.960196684,78.493362393,81.427030975,5661.4705392,,
46129,79.144474784,76.845898529,81.44305104,6914.0422842,,
46135,79.098604743,77.977626822,80.219582663,6320.6756632,,62.425219789
46137,76.8847932,71.058505139,82.71108126,11738.184417,,
47001,74.660458762,73.999029916,75.321887609,10762.675303,52.376871066,53.930783691
47003,74.098789573,73.313012645,74.884566502,10665.542058,27.529711945,54.027013507
47005,72.033755825,70.596588919,73.470922731,13904.547742,33.006704487,
47007,77.40541041,75.86598502,78.9448358,8151.1799221,,
47009,76.734427462,76.241091369,77.227763556,8898.9217003,39.079331042,44.255287094
47011,75.969641845,75.462490904,76.476792786,8706.6221911,26.859478617,40.578781569
47013,71.663304975,70.733149292,72.593460659,14262.275692,32.701111838,64.597496078
47015,73.082380217,71.432869853,74.731890581,13457.972611,47.741378134,
47017,73.017956708,72.001716484,74.034196931,11214.622326,,50.135784416
47019,74.069925607,73.25894978,74.880901434,11499.188492,27.193189879,75.104176761
47021,73.848599716,72.973556409,74.723643024,10884.901536,74.463819585,36.263215152
47023,75.263762846,73.960548849,76.566976844,9230.4889237,,
47025,73.070466822,72.045586328,74.095347316,12467.283075,38.647141156,
47027,73.417967219,71.19860071,75.637333729,11636.55683,,
47029,70.954450499,69.95741132,71.951489677,15088.312769,27.777006194,106.65015309
47031,74.066183382,73.332162383,74.800204381,10562.11557,29.437392554,61.103190327
47033,72.856336581,71.283375736,74.429297427,11908.366027,,103.62694301
47035,76.450158977,75.63342091,77.266897043,10261.121393,19.252348787,50.099005177
47037,76.320111921,76.0940289,76.546194941,9118.8021927,48.488471614,73.91936513
47039,73.970838472,72.321234673,75.620442271,10966.428741,31.455533314,
47041,73.269459569,71.991929251,74.546989886,11864.079395,50.435207028,74.264495858
47043,74.730677121,73.954732045,75.506622197,10418.097645,46.980280645,54.845721018
47045,72.252860699,71.34629915,73.159422248,12113.97846,16.191127262,84.750550879
47047,77.298042924,76.324547013,78.271538835,9065.8538847,13.791984423,62.026638809
47049,73.00988824,71.719067145,74.300709335,12108.337534,27.013885137,
47051,75.154701785,74.252276597,76.057126974,10241.985095,22.119873917,68.646470676
47053,72.810617915,72.050659457,73.570576373,11479.608371,22.397632638,60.838735393
47055,74.004627899,73.029847637,74.97940816,10472.744191,22.599636146,40.444893832
47057,73.003066955,71.816927654,74.189206256,12206.318057,31.415107811,
47059,73.897448661,73.216437013,74.578460309,10988.651743,25.514256693,44.858136144
47061,71.396001989,69.74210924,73.049894739,14485.468149,47.195588454,113.11232924
47063,74.086433337,73.395338529,74.777528146,10765.937552,24.664333832,53.595055856
47065,77.013365759,76.709100499,77.317631018,8762.2702096,27.1800187,64.542685437
47067,71.82573358,69.500022578,74.151444583,14624.711634,,
47069,73.366585953,72.146479952,74.586691954,11928.727692,14.645967033,92.51169245
47071,72.471364936,71.261582104,73.681147769,13213.593956,40.25398969,61.887079882
47073,73.874816353,73.102529239,74.647103468,11669.346188,28.220188017,62.67768003
47075,72.328219629,70.824501283,73.831937975,14193.863416,,
47077,74.418424631,73.385680185,75.451169078,10053.513108,21.418372204,55.141990626
47079,73.217737825,72.159705528,74.275770121,12102.617942,38.239336909,79.557508713
47081,72.902199976,71.740550147,74.063849805,12500.953721,60.824033427,71.866615562
47083,72.000581559,70.128728564,73.872434555,13040.088216,56.551947003,
47085,74.002093868,72.730279857,75.27390788,10648.067081,34.137051277,
47087,73.941737069,72.280496014,75.602978124,11152.959511,36.714866697,
47089,75.440063775,74.647881355,76.232246195,9994.3259845,29.3015249,61.472987351
47091,74.034751346,72.694039876,75.375462816,11379.120627,31.82626603,83.822296731
47093,75.793175683,75.530811545,76.055539821,9637.0640365,58.602150919,48.675689933
47095,72.016991707,69.790508609,74.243474805,11964.856397,,
47097,73.211085452,72.078358094,74.34381281,11248.227902,19.503569153,90.928772462
47099,73.49818677,72.707478383,74.288895158,10576.493902,29.476675636,66.127009463
47101,73.227303822,71.519272008,74.935335637,12214.510906,29.958874636,
47103,73.63072585,72.630192637,74.631259062,11557.728597,23.295768906,85.834076128
47105,77.544138443,76.699371211,78.388905675,9270.7449289,34.561074356,43.531887107
47107,73.728760254,72.945440513,74.512079996,11577.456023,35.960740791,53.002363022
47109,72.22265475,71.135926214,73.309383286,12169.054993,16.834580819,53.461641272
47111,73.556330436,72.483083483,74.629577389,10802.365749,24.425326349,53.997923157
47113,75.048448277,74.450508236,75.646388317,10659.289243,15.648973121,77.740050988
47115,74.377181564,73.298453388,75.45590974,10936.680333,21.989213712,53.72122815
47117,74.861302577,73.94338498,75.779220174,9402.0032107,28.13512622,56.904400607
47119,76.165740529,75.619099669,76.712381389,8406.8348483,28.244987376,58.356152085
47121,71.65986973,69.923670188,73.396069272,14269.127033,26.838432636,
47123,73.713360438,72.857079147,74.569641728,11554.890153,34.266378258,63.567941416
47125,74.904519765,74.497530217,75.311509313,9496.6436099,35.124301885,71.696547744
47127,79.101612529,76.897186066,81.306038991,6907.3781075,,
47129,74.400590867,73.084847914,75.716333819,11325.308432,26.392187912,73.077157299
47131,74.188940274,73.196866617,75.181013931,10137.223208,11.053754408,80.122090805
47133,73.952577477,72.963457165,74.941697788,9797.9110729,20.934579439,
47135,73.857817314,72.024995111,75.690639517,10546.652507,,
47137,74.84097994,72.230245877,77.451714004,10579.960093,,
47139,73.725138485,72.356791994,75.093484975,10708.650313,,91.890650126
47141,75.646299657,75.053795281,76.238804032,8748.583023,29.997875151,49.644216449
47143,73.797728311,72.872057442,74.72339918,10742.776692,29.100688382,53.7255297
47145,74.244377652,73.443922851,75.044832453,11201.489874,47.392478315,57.576288582
47147,74.979989878,74.328931018,75.631048738,9684.1189656,39.051603905,45.684306704
47149,77.195471472,76.872833032,77.518109913,7675.9471646,31.211236848,47.398944212
47151,73.009104582,71.807650742,74.210558422,12529.084435,19.638352191,65.842073085
47153,76.710166596,75.185588745,78.234744448,9964.1714607,44.367540707,
47155,75.357136217,74.783058956,75.931213477,10238.850011,45.025830608,37.149402514
47157,74.24335518,74.040360309,74.446350051,11795.863797,31.506468438,82.70579906
47159,74.411062643,73.26745338,75.554671906,9917.2613776,41.401695813,
47161,74.8556606,73.331003472,76.380317729,10313.651632,55.913455695,
47163,74.851367733,74.392197097,75.310538369,10637.09079,29.909156204,58.533046439
47165,77.52636147,77.120821942,77.931900999,7869.0904906,27.526468093,39.971850809
47167,74.960215603,74.247203767,75.673227439,9570.8707665,31.334752401,44.928862634
47169,74.666901283,72.981837334,76.351965233,9827.0946412,53.331753133,
47171,72.547779954,71.166135922,73.929423986,12489.604969,37.453884904,75.987841945
47173,73.706221007,72.329604594,75.08283742,12429.855992,43.444115829,58.234334964
47175,71.806266759,69.348601541,74.263931976,13738.627318,,
47177,74.116543145,73.259328609,74.973757681,10382.614776,22.624434389,62.329567589
47179,75.184359574,74.681553621,75.687165528,9857.0606456,24.205032072,75.403254568
47181,75.266324155,73.671339335,76.861308974,10019.877039,,107.84578053
47183,75.31101722,74.302151081,76.319883359,9613.4432208,20.983842441,73.932837854
47185,74.484975511,73.435172013,75.534779008,10124.637498,42.600323762,54.854635217
47187,81.513945856,81.144146628,81.883745083,4526.1158204,14.815042579,24.009414839
47189,77.542993719,77.086272743,77.999714695,7556.8472181,38.76219394,46.17080218
48001,73.165773575,72.451456662,73.880090488,11158.469148,14.401170527,63.070165559
48003,76.393609111,75.038711883,77.74850634,8229.4607593,,52.675475177
48005,75.090794667,74.484293123,75.697296212,9838.9415015,12.279213977,60.651668482
48007,74.928827082,73.576985004,76.28066916,12277.626554,16.873839924,
48009,80.254929486,78.347162542,82.16269643,5955.7083266,,
48011,75.89244792,71.803810833,79.981085007,7985.5535178,,
48013,76.804271551,76.00182803,77.606715072,8407.4337324,11.097547442,36.388777701
48015,78.209356341,77.101681626,79.317031056,8077.2709241,,56.067561412
48017,77.408246378,75.084889639,79.731603117,9043.6855445,,
48019,78.662189255,77.361992865,79.962385645,8222.2998086,,65.20179957
48021,78.068691924,77.421134196,78.716249652,7788.1722875,12.345679012,51.327255889
48023,73.419564415,70.457830053,76.381298777,11370.846095,,
48025,75.192004792,74.090589784,76.293419801,9972.295869,,73.016684312
48027,77.462743439,77.134900314,77.790586564,7975.8275089,11.024416326,67.269149663
48029,78.125662633,77.99271878,78.258606486,7345.7728154,12.947886337,53.263577774
48031,79.222813701,77.362526762,81.08310064,7170.4666228,,
48035,75.565753162,74.234776305,76.89673002,10155.915225,28.582146877,76.2001524
48037,74.540224326,73.955967013,75.124481639,10224.146637,8.1835972247,73.357635401
48039,79.039649456,78.734968152,79.34433076,6238.4596002,10.844617958,41.164363423
48041,80.010107608,79.590870442,80.429344775,5429.0929378,6.2452434483,45.739085112
48043,81.30356657,78.652761235,83.954371906,8624.5916516,,
48047,72.061155154,69.803288933,74.319021374,13609.346773,,
48049,74.450989251,73.560739097,75.341239405,9924.0344189,17.633418855,51.583930089
48051,76.317726793,75.007743102,77.627710484,9202.3547073,,
48053,78.498970457,77.72406555,79.273875363,7347.8966664,10.319917441,27.016406327
48055,76.457744551,75.587591544,77.327897559,8537.3356381,,49.370525796
48057,77.689386764,76.440411067,78.938362461,8130.4499879,,
48059,75.670547266,74.172689444,77.168405088,9504.7291785,,
48061,78.833448608,78.524927702,79.141969513,7375.2649493,4.8770856424,44.819352566
48063,74.719032664,73.242944933,76.195120395,10289.176943,,
48065,75.820639486,73.229522267,78.411756704,10337.512847,,
48067,74.703010919,73.646071762,75.759950077,10621.528906,13.329778726,67.014147431
48069,77.404407903,74.921547124,79.887268683,9285.9931532,,
48071,77.335017298,76.451008514,78.219026083,7463.0631501,13.648668117,41.234562811
48073,75.321846938,74.524484951,76.119208925,10062.054554,10.119345025,73.01319854
48075,75.315655652,73.159674008,77.471637295,9125.658925,,
48077,77.318588135,75.428808765,79.208367505,8581.8543842,,
48079,76.408602829,72.771748802,80.045456855,10002.557781,,
48081,77.644377209,74.917493329,80.371261089,6708.2050928,,
48083,72.823873049,70.790940869,74.85680523,12184.525633,,
48085,82.232751588,82.037886269,82.427616906,4167.0118441,7.9692925164,32.884794869
48087,72.035320897,68.191880287,75.878761507,13507.961914,,
48089,77.055952164,75.759804926,78.352099401,9063.1044169,,96.119795619
48091,79.140294004,78.699690867,79.58089714,6408.6205722,10.438991551,44.317868093
48093,75.958267031,74.392858849,77.523675213,9192.8734475,,
48095,82.581227628,79.01059203,86.151863226,4799.8796786,,
48097,76.973192854,76.073825832,77.872559876,8636.8295387,13.796013764,64.559446338
48099,76.637732637,75.987624352,77.287840923,7309.6746825,6.1539543552,64.09882874
48103,76.716790889,74.293403998,79.14017778,7151.3620593,,
48105,72.220558327,68.810508012,75.630608641,12930.880313,,
48107,73.644711695,71.453506193,75.835917197,11007.77995,,
48109,76.857427927,72.08182975,81.633026104,10884.632862,,
48111,75.321754702,72.427785973,78.215723431,12404.399959,,118.61117102
48113,78.329497663,78.209371252,78.449624073,7275.5186047,14.388350948,54.312428774
48115,73.151309274,71.563026981,74.739591568,11524.82886,,98.821740783
48117,76.225897681,74.900479679,77.551315682,8332.0033148,,64.755655327
48119,73.893796553,71.338003349,76.449589757,11004.05267,,
48121,81.685109981,81.47329635,81.896923612,4389.3697369,7.4279851215,32.206607722
48123,75.356046086,74.137758551,76.574333621,9163.4847647,,
48125,74.96553093,70.800332441,79.13072942,9979.7444573,,
48127,76.631846536,74.47805934,78.785633731,10649.971757,,
48129,72.462582444,68.607307421,76.317857468,13881.74811,,
48131,75.326712532,73.45756769,77.195857375,11455.517301,,
48133,74.767759882,73.471885887,76.063633876,10850.970042,,70.301016169
48135,73.803332346,73.346082759,74.260581934,10536.792207,15.321097958,66.822247759
48137,76.207189196,71.511672703,80.902705689,10050.047439,,
48139,78.153964443,77.747742507,78.560186379,6559.4473278,8.6327519415,47.389214833
48141,78.100671882,77.90096675,78.300377013,7155.8552075,12.216007571,40.144564547
48143,79.267508655,78.354904644,80.180112666,6618.8653309,7.7901034526,54.058667881
48145,76.98250258,75.547063616,78.417941545,8844.7604888,,
48147,75.704008938,74.831886998,76.576130877,8192.2543021,12.182208353,76.638565859
48149,79.162421138,77.967918225,80.356924051,7567.5912772,,73.188582581
48151,77.507989086,74.356063029,80.659915144,8972.7284711,,
48153,74.160311384,71.738281899,76.58234087,10682.554243,,
48157,82.344804089,82.100103154,82.589505024,4585.3193864,7.3383151884,31.575875575
48159,76.090574973,74.284982449,77.896167496,9786.4533838,,
48161,74.924816368,73.559991796,76.28964094,11039.89224,,66.67777963
48163,76.211736743,74.783380253,77.640093234,9277.4289289,,
48165,76.994095774,75.64991305,78.338278498,7321.1138925,,48.861526434
48167,77.556984628,77.245220913,77.868748344,7700.6538786,18.729551135,44.407134341
48169,77.528514167,75.299185342,79.757842993,5571.4155336,,
48171,80.508571057,79.393712616,81.623429499,6270.4540862,,
48175,80.596379762,78.24143067,82.951328854,7484.1324767,,
48177,76.892358773,75.715639372,78.069078174,7951.1066071,,
48179,73.990029264,72.801087382,75.178971146,10211.693759,,44.891362902
48181,75.780369495,75.312500907,76.248238083,8939.5983233,9.7914183114,57.034369067
48183,74.648866728,74.147104526,75.15062893,10062.612149,10.218322528,58.051964353
48185,76.607927127,75.548413914,77.667440341,8559.5743024,14.967646856,70.337227932
48187,79.481140235,79.010274161,79.952006308,6309.8838404,8.1811996033,45.473837386
48189,74.617840893,73.69909375,75.536588036,9228.5546833,,60.738245769
48191,77.573623826,74.147668977,80.999578674,6955.592025,,
48193,75.258055685,73.019517645,77.496593725,12032.913722,,
48195,78.934840682,76.772022095,81.097659268,5268.5657218,,
48197,75.289011638,72.372652421,78.205370855,10226.400458,,
48199,75.470092141,74.680055094,76.260129188,10059.206465,11.553080629,70.815260689
48201,79.173367869,79.078423405,79.268312333,6785.8894307,14.826648703,51.441710012
48203,75.668762866,74.914291798,76.423233933,10299.981056,10.016778103,59.817556453
48205,80.427638317,77.929816252,82.925460382,6208.6489971,,
48207,77.437004156,75.252179575,79.621828737,7751.0334202,,
48209,80.753245582,80.358818059,81.147673104,4930.8076009,6.7705099635,34.047858821
48211,80.886547539,77.674325351,84.098769728,6165.3459992,,
48213,74.581043398,73.943397412,75.218689383,10772.822234,19.290433552,73.865734822
48215,79.542332271,79.313009237,79.771655305,6755.691318,4.981136818,37.648558274
48217,75.247864745,74.285715018,76.210014473,10187.406324,20.907380305,64.923567255
48219,74.52788662,73.333800386,75.721972854,10332.515275,,63.120686753
48221,77.452828966,76.704174587,78.201483346,8563.6821525,16.69296257,52.542471831
48223,75.671432517,74.771267905,76.57159713,9177.6748689,10.804581142,49.806308799
48225,76.011374555,74.714906211,77.307842898,10096.57096,,71.668779977
48227,74.032215893,73.108356199,74.956075587,10285.047357,15.502038062,69.8501397
48229,82.015824558,78.51005832,85.521590796,6154.996285,,
48231,76.005650638,75.435930028,76.575371249,9062.1351146,12.546881252,70.086907766
48233,73.605836235,72.356331815,74.855340655,11054.169727,25.47243405,84.273608315
48237,75.605022695,73.634193496,77.575851894,9055.8089823,,
48239,76.220267543,74.723740111,77.716794975,9305.0158728,,66.365808336
48241,74.146509763,73.164017936,75.12900159,11257.630263,15.92118079,62.098944318
48243,84.421582367,75.082480228,93.760684506,9636.4658775,,
48245,75.401393813,75.035843426,75.766944201,9930.493919,16.122786916,70.134280488
48247,74.222369441,71.63727236,76.807466522,10626.729594,,
48249,74.088218568,73.153137682,75.023299454,11290.018407,10.677091889,46.738332109
48251,76.565761103,76.155480424,76.976041782,7853.8419042,12.909276264,53.887990756
48253,77.241893398,75.867893691,78.615893104,7944.9456597,,107.93696481
48255,75.24889766,73.861249876,76.636545443,8496.153985,,
48257,75.885928891,75.420635599,76.351222183,8004.0963285,13.726364915,46.667658636
48259,81.473763711,80.636496049,82.311031373,4933.398239,7.0623962711,51.339494073
48265,77.297210626,76.469077709,78.125343543,9056.5111933,17.102246095,77.655310621
48267,76.368254446,73.383176754,79.353332138,10489.709253,,
48271,79.209949268,76.266089545,82.153808991,7668.8902917,,
48273,74.27505181,73.249789395,75.300314226,9908.9688791,,46.927898636
48275,73.705786795,70.547973469,76.863600122,10670.405263,,
48277,73.76775026,72.966729175,74.568771345,11453.236123,14.047574452,52.86977118
48279,73.743995211,72.213122151,75.274868271,10636.805846,,
48281,77.563552847,76.400180976,78.726924717,7429.1211449,,
48283,77.017010055,74.746096115,79.287923994,8071.7506286,,
48285,78.611095035,77.422940676,79.799249394,6697.1631366,,
48287,76.628460612,75.252027083,78.00489414,8870.3776088,,73.245438807
48289,77.140123164,75.760860252,78.519386077,8687.0918924,,
48291,74.220234623,73.619787811,74.820681434,10210.480149,14.280936078,62.790004683
48293,74.567355511,73.343061162,75.791649859,10801.000027,,76.511094109
48295,79.394017078,76.051137749,82.736896407,6237.602053,,
48297,79.413708672,77.721377555,81.10603979,7350.6962854,,
48299,78.146866952,76.697821521,79.595912382,9434.1309019,15.290753681,
48303,75.131351218,74.806420241,75.456282194,9357.9419441,13.937237404,55.373995285
48305,73.979577091,71.598044375,76.361109808,10898.599407,,
48307,75.463934128,73.586733448,77.341134808,9440.5763039,,
48309,77.078549241,76.720425546,77.436672936,8015.9513081,12.322299471,50.964137969
48313,74.652354313,73.080544429,76.224164196,10714.488399,,
48315,74.497205249,72.691077652,76.303332846,11547.154057,,
48317,72.356525868,69.859019788,74.854031948,12141.45928,,
48319,82.113808862,79.318685746,84.908931979,5621.4691925,,
48321,75.379597566,74.463416156,76.295778975,9490.7889699,9.0975254731,58.431382965
48323,75.772699727,75.048700313,76.496699141,8337.1090896,,56.385290315
48325,78.215301154,77.393062816,79.037539492,7623.678358,,69.90192548
48327,76.519361947,72.229633517,80.809090378,9991.6253736,,
48329,77.909990475,77.428499183,78.391481767,7678.8309997,9.2930986415,51.009328141
48331,77.161343999,75.966373925,78.356314072,8725.186355,,45.694346363
48333,76.500234894,73.942556481,79.057913307,8829.2070165,,
48335,75.872282162,74.12883351,77.615730814,8381.3623582,,
48337,73.537842462,72.274576751,74.801108173,11508.497964,26.946914578,72.874040025
48339,79.467416169,79.228026388,79.70680595,6146.9707397,15.235656698,42.389492505
48341,76.312857626,74.974792435,77.650922817,9213.5371037,,36.938534279
48343,74.077638508,72.47152632,75.683750695,11038.338619,,
48347,75.788849117,75.086167332,76.491530902,9067.7904895,8.1771163399,42.924123357
48349,75.239809636,74.44492971,76.034689562,9768.6366251,11.970313622,70.338193639
48351,75.360904082,73.711478953,77.010329212,11289.147053,,
48353,73.926814793,72.544091347,75.30953824,10499.540285,22.573363431,
48355,77.376617839,77.056218178,77.697017499,8683.4041178,17.467939436,44.578367642
48357,76.630750696,74.872007763,78.389493629,7566.8286264,,
48359,77.86924877,73.788035272,81.950462267,7419.9561455,,
48361,74.028845526,73.429457158,74.628233894,10467.080645,21.213067249,59.994480508
48363,75.377433739,74.339378841,76.415488638,9740.6810637,13.732491074,59.375811779
48365,74.114144522,72.959465992,75.268823052,10506.900567,,64.763843271
48367,78.302603729,77.85684886,78.748358597,6457.559126,9.5471618151,36.651622733
48369,76.424139526,74.504666679,78.343612373,9045.3054124,,90.7935355
48371,75.711313869,74.220809996,77.201817742,9238.670432,,
48373,72.493384114,71.745184774,73.241583454,10901.27875,14.898399394,63.385260489
48375,72.450408304,71.95556425,72.945252358,11581.385932,19.82626527,66.519190013
48377,87.636461094,83.926084721,91.346837466,5713.3015855,,
48379,76.958845696,75.380581059,78.537110334,8624.526422,,
48381,78.244761658,77.765208752,78.724314564,6982.9978732,12.322322975,55.591516582
48383,77.857316434,75.046841554,80.667791314,6384.71218,,
48385,74.85802305,71.290854347,78.425191752,11604.443066,,
48387,71.999211344,70.168112444,73.830310244,14141.383789,,147.39945252
48389,76.870975484,75.412564128,78.329386841,7581.522827,,
48391,76.936025082,74.720713659,79.151336504,8788.227395,,
48395,76.151031115,74.678169898,77.623892331,10029.082512,,
48397,80.35866532,79.821166893,80.896163747,4833.1582275,10.14391682,29.811644609
48399,75.617421014,74.000986985,77.233855043,8574.3063607,,
48401,76.11175793,75.320953437,76.902562422,8956.5622488,9.1923029783,66.496269975
48403,75.158265257,73.091766609,77.224763905,12169.532655,,
48405,75.162898251,73.159671453,77.16612505,10286.043146,,
48407,76.757526468,75.518366357,77.99668658,10278.961325,16.114365957,56.744487678
48409,75.725479904,75.052552065,76.398407743,9034.5497579,11.958623164,42.071015875
48411,76.941814212,74.377366611,79.506261813,8939.8222832,,
48413,76.890488711,73.978265794,79.802711628,7349.058453,,
48415,75.661579102,74.411029375,76.91212883,8692.1023902,,
48417,80.444469163,77.892033237,82.996905089,4714.0096052,,
48419,74.555675702,73.426211744,75.68513966,10408.238472,,94.970369245
48421,80.445357911,77.63318869,83.257527132,4191.9849372,,
48423,77.368409367,76.998576805,77.738241928,7923.6886034,9.0157389042,58.686740768
48425,77.689887376,75.751502507,79.628272245,7504.248159,,
48427,76.001714988,75.301715335,76.701714642,8272.4046224,,39.029236446
48429,75.704706107,73.830146279,77.579265935,9205.4095261,,
48435,79.669215389,77.076060721,82.262370057,5701.3823358,,
48437,73.42159218,71.145382795,75.697801565,11836.681638,,
48439,78.62667047,78.497768684,78.755572256,6684.3220505,10.442427758,48.541406093
48441,74.907672823,74.436264709,75.379080937,9673.7751795,10.605629661,53.505332209
48445,73.288766373,71.683225153,74.894307593,11178.779776,,81.222771912
48449,76.182833952,75.245768492,77.119899412,8334.0394725,,31.660598385
48451,76.778094848,76.271383311,77.284806384,8202.515545,8.6737791656,48.625661972
48453,81.382475673,81.198142545,81.566808801,4927.0184306,14.202762084,36.538679791
48455,74.349021615,72.891745158,75.806298072,10733.818295,,
48457,74.941680101,73.625798328,76.257561874,11252.375918,29.249218738,78.148482116
48459,75.732360779,74.857978632,76.606742926,9317.3322477,8.7874164197,68.199040162
48461,75.928687885,72.181178052,79.676197718,10406.848175,,
48463,76.002998999,74.860990997,77.145007001,9372.3501003,,65.576033685
48465,76.755821339,75.952900295,77.558742384,8094.4504311,,28.64919066
48467,76.118062802,75.370596036,76.865529569,8810.1525335,8.228420966,67.503712704
48469,77.297815936,76.686837383,77.908794489,8505.9277086,7.2449330749,41.815433111
48471,78.07717618,77.382959469,78.771392891,6901.8424655,9.6500700779,48.304733864
48473,78.65001674,77.840392075,79.459641404,6571.4608379,9.0457352374,41.904761905
48475,74.818423467,72.952838998,76.684007936,11444.862899,,
48477,79.033011099,77.985683562,80.080338635,7712.297858,9.3667163103,78.843626807
48479,78.531080395,78.152530536,78.909630254,6792.1222547,12.28555977,44.032367944
48481,76.432510784,75.590353856,77.274667712,8592.9299993,16.818837098,44.020202956
48483,74.524314691,71.797860811,77.250768572,10144.028269,,
48485,75.197469082,74.713276596,75.681661569,9385.2719513,13.584939836,78.134189169
48487,74.023221997,72.420015021,75.626428974,10451.745584,,97.345132743
48489,75.695314553,74.351084933,77.039544174,9726.3297866,,54.585152838
48491,81.603683549,81.364425613,81.842941484,4427.4564592,6.8164213788,29.654482911
48493,79.207782382,78.389073527,80.026491237,6720.7815828,8.4791640849,66.0515615
48495,72.456865447,70.267661012,74.646069881,12456.740597,,109.45709282
48497,76.414079676,75.77428951,77.053869841,7898.587416,11.940412565,54.406164071
48499,76.205906263,75.343543752,77.068268773,9465.2119264,8.761746216,40.585592115
48501,75.645035625,73.709768754,77.580302496,9330.5333126,,
48503,73.955599384,72.615729644,75.295469123,10430.834966,,64.372659176
48505,77.803870834,76.15981131,79.447930357,7845.6254712,,
48507,73.886628149,72.216457427,75.55679887,10910.170292,,
49001,78.493492581,76.712625065,80.274360098,5448.4194455,,
49003,78.763826931,78.039790646,79.487863215,6190.0851874,19.047278918,40.079586608
49005,81.271397341,80.736653382,81.8061413,4644.2992896,10.639374509,39.672732476
49007,75.614803498,74.370026861,76.859580134,9516.3386416,26.019644832,51.93578848
49011,80.236491458,79.933788905,80.539194011,5169.8354553,14.62830051,40.162870425
49013,76.211830424,74.755639414,77.668021435,9854.8643924,20.068231989,
49015,76.666759651,74.890323278,78.443196024,8343.1146892,46.399098532,
49017,77.729073959,74.824578829,80.633569089,9209.9614545,,
49019,79.393421743,77.290009276,81.49683421,8015.8315066,,
49021,79.310441944,78.530178166,80.090705723,6323.6843944,12.771547425,55.245027947
49023,77.710251132,76.069066146,79.351436118,6951.3454471,,62.146541545
49025,79.714671827,77.784839829,81.644503825,6269.3699546,,
49027,79.696976115,77.974717128,81.419235102,7497.6697218,27.833303813,
49029,80.686912866,79.249775075,82.124050657,4120.7949872,,
49033,85.012715187,79.311828764,90.713601609,5359.5425374,,
49035,79.323475858,79.149774196,79.49717752,6300.2102432,22.307908355,50.247770709
49037,75.154571607,73.425577185,76.883566029,12401.189336,,92.693565976
49039,79.760232764,78.673894903,80.846570625,6367.929443,13.985261686,70.648683365
49041,76.849246384,75.668991398,78.02950137,7993.4465365,24.638506906,51.829997608
49043,85.546181216,84.140414,86.951948431,3648.9739257,14.220592999,29.605506624
49045,78.351921497,77.628664858,79.075178137,6613.8606677,24.921773323,49.971212236
49047,75.690716011,74.623144159,76.758287863,9795.8199893,25.200201602,72.738164003
49049,80.230179775,79.98142329,80.47893626,5202.7410213,14.035036269,43.181621902
49051,81.675194441,80.748403068,82.601985813,4125.5246768,11.692373649,
49053,81.81714567,81.356966847,82.277324492,5991.4891451,19.843907078,44.890268233
49055,77.04463591,73.072430154,81.016841665,10294.839918,,
49057,78.102697176,77.753547827,78.451846525,6877.8480736,23.869717542,47.806115026
50001,81.344859424,80.50651986,82.183198987,4970.4963479,9.9456605275,
50003,77.721940297,76.790886553,78.65299404,7927.0681337,32.882683979,
50005,78.403965867,77.359855344,79.44807639,7892.772423,33.333333333,
50007,81.721401328,81.279129404,82.163673251,4862.9745343,15.426710944,38.081719909
50009,79.801556867,77.646342776,81.956770959,6816.6241312,,
50011,78.789052471,78.041613882,79.53649106,6387.620058,18.854203141,29.798743868
50013,80.490815904,78.220194332,82.761437476,5743.7925428,,
50015,80.36183337,79.264964497,81.458702243,5471.4940039,17.104587977,
50017,79.822668047,78.816244765,80.829091329,5877.9651842,17.295452449,47.26791454
50019,77.941830523,76.829432383,79.054228664,8095.4673409,21.028933338,
50021,77.218169616,76.482140154,77.954199078,8329.5636217,34.931597061,46.095247337
50023,79.751549918,79.020334615,80.482765221,6379.376493,28.019693842,32.252862442
